name,addr,city,phone,type,cluster_label,is_outlier
philippe's the original,1001 n. alameda st.,los angeles,213/628-3781,american,0,False
philippe the original,1001 n. alameda st.,chinatown,213-628-3781,cafeterias,-1,True
pinot bistro,12969 ventura blvd.,los angeles,818/990-0500,french,7,False
pinot bistro,12969 ventura blvd.,studio city,818-990-0500,french bistro,7,False
rex il ristorante,617 s. olive st.,los angeles,213/627-2300,italian,8,False
rex il ristorante,617 s. olive st.,los angeles,213-627-2300,nuova cucina italian,8,False
spago,1114 horn ave.,los angeles,310/652-4025,californian,0,False
spago (los angeles),8795 sunset blvd.,w. hollywood,310-652-4025,californian,-1,True
valentino,3115 pico blvd.,santa monica,310/829-4313,italian,10,False
valentino,3115 pico blvd.,santa monica,310-829-4313,italian,10,False
yujean kang's gourmet chinese cuisine,67 n. raymond ave.,los angeles,818/585-0855,asian,6,False
yujean kang's,67 n. raymond ave.,pasadena,818-585-0855,chinese,-1,True
21 club,21 w. 52nd st.,new york,212/582-7200,american,0,False
21 club,21 w. 52nd st.,new york city,212-582-7200,american (new),0,False
aquavit,13 w. 54th st.,new york,212/307-7311,continental,11,False
aquavit,13 w. 54th st.,new york city,212-307-7311,scandinavian,11,False
aureole,34 e. 61st st.,new york,212/ 319-1660,american,0,False
aureole,34 e. 61st st.,new york city,212-319-1660,american (new),0,False
cafe lalo,201 w. 83rd st.,new york,212/496-6031,coffee bar,12,False
cafe lalo,201 w. 83rd st.,new york city,212-496-6031,coffeehouses,12,False
cafe des artistes,1 w. 67th st.,new york,212/877-3500,continental,11,False
cafe des artistes,1 w. 67th st.,new york city,212-877-3500,french (classic),11,False
carmine's,2450 broadway  between 90th and 91st sts.,new york,212/362-2200,italian,10,False
carmine's,2450 broadway,new york city,212-362-2200,italian,10,False
carnegie deli,854 7th ave.  between 54th and 55th sts.,new york,212/757-2245,delicatessen,13,False
carnegie deli,854 seventh ave.,new york city,212-757-2245,delis,14,False
chanterelle,2 harrison st.  near hudson st.,new york,212/966-6960,american,0,False
chanterelle,2 harrison st.,new york city,212-966-6960,french (new),11,False
daniel,20 e. 76th st.,new york,212/288-0033,french,11,False
daniel,20 e. 76th st.,new york city,212-288-0033,french (new),11,False
dawat,210 e. 58th st.,new york,212/355-7555,asian,6,False
dawat,210 e. 58th st.,new york city,212-355-7555,indian,6,False
felidia,243 e. 58th st.,new york,212/758-1479,italian,10,False
felidia,243 e. 58th st.,new york city,212-758-1479,italian,10,False
four seasons grill room,99 e. 52nd st.,new york,212/754-9494,american,0,False
four seasons,99 e. 52nd st.,new york city,212-754-9494,american (new),0,False
gotham bar & grill,12 e. 12th st.,new york,212/620-4020,american,0,False
gotham bar & grill,12 e. 12th st.,new york city,212-620-4020,american (new),0,False
gramercy tavern,42 e. 20th st.  between park ave. s and broadway,new york,212/477-0777,american,0,False
gramercy tavern,42 e. 20th st.,new york city,212-477-0777,american (new),0,False
island spice,402 w. 44th st.,new york,212/765-1737,tel caribbean,15,False
island spice,402 w. 44th st.,new york city,212-765-1737,caribbean,15,False
jo jo,160 e. 64th st.,new york,212/223-5656,american,0,False
jo jo,160 e. 64th st.,new york city,212-223-5656,french bistro,0,False
la caravelle,33 w. 55th st.,new york,212/586-4252,french,11,False
la caravelle,33 w. 55th st.,new york city,212-586-4252,french (classic),11,False
la cote basque,60 w. 55th st.  between 5th and 6th ave.,new york,212/688-6525,french,11,False
la cote basque,60 w. 55th st.,new york city,212-688-6525,french (classic),11,False
le bernardin,155 w. 51st st.,new york,212/489-1515,french,11,False
le bernardin,155 w. 51st st.,new york city,212-489-1515,seafood,11,False
les celebrites,160 central park s,new york,212/484-5113,french,11,False
les celebrites,155 w. 58th st.,new york city,212-484-5113,french (classic),11,False
lespinasse,2 e. 55th st.,new york,212/339-6719,american,0,False
lespinasse (new york city),2 e. 55th st.,new york city,212-339-6719,asian,16,False
lutece,249 e. 50th st.,new york,212/752-2225,french,11,False
lutece,249 e. 50th st.,new york city,212-752-2225,french (classic),11,False
manhattan ocean club,57 w. 58th st.,new york,212/ 371-7777,seafood,11,False
manhattan ocean club,57 w. 58th st.,new york city,212-371-7777,seafood,11,False
march,405 e. 58th st.,new york,212/754-6272,american,0,False
march,405 e. 58th st.,new york city,212-754-6272,american (new),0,False
mesa grill,102 5th ave.  between 15th and 16th sts.,new york,212/807-7400,american,0,False
mesa grill,102 fifth ave.,new york city,212-807-7400,southwestern,-1,True
mi cocina,57 jane st.  off hudson st.,new york,212/627-8273,mexican,17,False
mi cocina,57 jane st.,new york city,212-627-8273,mexican,17,False
montrachet,239 w. broadway  between walker and white sts.,new york,212/ 219-2777,french,11,False
montrachet,239 w. broadway,new york city,212-219-2777,french bistro,0,False
oceana,55 e. 54th st.,new york,212/759-5941,seafood,11,False
oceana,55 e. 54th st.,new york city,212-759-5941,seafood,11,False
park avenue cafe,100 e. 63rd st.,new york,212/644-1900,american,0,False
park avenue cafe (new york city),100 e. 63rd st.,new york city,212-644-1900,american (new),0,False
petrossian,182 w. 58th st.,new york,212/245-2214,french,11,False
petrossian,182 w. 58th st.,new york city,212-245-2214,russian,11,False
picholine,35 w. 64th st.,new york,212/724-8585,mediterranean,18,False
picholine,35 w. 64th st.,new york city,212-724-8585,mediterranean,18,False
pisces,95 ave. a at 6th st.,new york,212/260-6660,seafood,11,False
pisces,95 ave. a,new york city,212-260-6660,seafood,11,False
rainbow room,30 rockefeller plaza,new york,212/632-5000,or 212/632-5100 american,0,False
rainbow room,30 rockefeller plaza,new york city,212-632-5000,american (new),0,False
river cafe,1 water st. at the east river,brooklyn,718/522-5200,american,19,False
river cafe,1 water st.,brooklyn,718-522-5200,american (new),19,False
san domenico,240 central park s,new york,212/265-5959,italian,10,False
san domenico,240 central park s.,new york city,212-265-5959,italian,10,False
second avenue deli,156 2nd ave. at 10th st.,new york,212/677-0606,delicatessen,13,False
second avenue deli,156 second ave.,new york city,212-677-0606,delis,14,False
seryna,11 e. 53rd st.,new york,212/980-9393,asian,6,False
seryna,11 e. 53rd st.,new york city,212-980-9393,japanese,6,False
shun lee west,43 w. 65th st.,new york,212/371-8844,asian,6,False
shun lee palace,155 e. 55th st.,new york city,212-371-8844,chinese,20,False
sign of the dove,1110 3rd ave. at 65th st.,new york,212/861-8080,american,0,False
sign of the dove,1110 third ave.,new york city,212-861-8080,american (new),0,False
smith & wollensky,201 e. 49th st.,new york,212/753-1530,american,0,False
smith & wollensky,797 third ave.,new york city,212-753-1530,steakhouses,21,False
tavern on the green,in central park at 67th st.,new york,212/873-3200,american,0,False
tavern on the green,central park west,new york city,212-873-3200,american (new),0,False
uncle nick's,747 9th ave.  between 50th and 51st sts.,new york,212/315-1726,mediterranean,18,False
uncle nick's,747 ninth ave.,new york city,212-245-7992,greek,-1,True
union square cafe,21 e. 16th st.,new york,212/243-4020,american,0,False
union square cafe,21 e. 16th st.,new york city,212-243-4020,american (new),0,False
virgil's,152 w. 44th st.,new york,212/ 921-9494,american,0,False
virgil's real bbq,152 w. 44th st.,new york city,212-921-9494,bbq,-1,True
chin's,3200 las vegas blvd. s,las vegas,702/733-8899,asian,22,False
chin's,3200 las vegas blvd. s.,las vegas,702-733-8899,chinese,22,False
coyote cafe,3799 las vegas blvd. s,las vegas,702/891-7349,southwestern,22,False
coyote cafe (las vegas),3799 las vegas blvd. s.,las vegas,702-891-7349,southwestern,22,False
le montrachet,3000 w. paradise rd.,las vegas,702/732-5111,continental,22,False
le montrachet bistro,3000 paradise rd.,las vegas,702-732-5651,french bistro,-1,True
palace court,3570 las vegas blvd. s,las vegas,702/731-7547,continental,22,False
palace court,3570 las vegas blvd. s.,las vegas,702-731-7110,french (new),22,False
second street grille,200 e. fremont st.,las vegas,702/385-3232,seafood,22,False
second street grill,200 e. fremont st.,las vegas,702-385-6277,pacific rim,22,False
steak house,2880 las vegas blvd. s,las vegas,702/734-0410,steak houses,22,False
steak house  the,2880 las vegas blvd. s.,las vegas,702-734-0410,steakhouses,22,False
tillerman,2245 e. flamingo rd.,las vegas,702/731-4036,seafood,22,False
tillerman  the,2245 e. flamingo rd.,las vegas,702-731-4036,steakhouses,22,False
abruzzi,2355 peachtree rd.  peachtree battle shopping center,atlanta,404/261-8186,italian,22,False
abruzzi,2355 peachtree rd. ne,atlanta,404-261-8186,italian,22,False
bacchanalia,3125 piedmont rd.  near peachtree rd.,atlanta,404/365-0410,international,23,False
bacchanalia,3125 piedmont rd.,atlanta,404-365-0410,californian,23,False
bone's,3130 piedmont road,atlanta,404/237-2663,american,23,False
bone's restaurant,3130 piedmont rd. ne,atlanta,404-237-2663,steakhouses,24,False
brasserie le coze,3393 peachtree rd.  lenox square mall  near neiman marcus,atlanta,404/266-1440,french,23,False
brasserie le coze,3393 peachtree rd.,atlanta,404-266-1440,french bistro,23,False
buckhead diner,3073 piedmont road,atlanta,404/262-3336,american,23,False
buckhead diner,3073 piedmont rd.,atlanta,404-262-3336,american (new),23,False
ciboulette,1529 piedmont ave.,atlanta,404/874-7600,french,23,False
ciboulette restaurant,1529 piedmont ave.,atlanta,404-874-7600,french (new),23,False
delectables,1 margaret mitchell sq.,atlanta,404/681-2909,american,23,False
delectables,1 margaret mitchell sq.,atlanta,404-681-2909,cafeterias,23,False
georgia grille,2290 peachtree rd.  peachtree square shopping center,atlanta,404/352-3517,american,23,False
georgia grille,2290 peachtree rd.,atlanta,404-352-3517,southwestern,23,False
hedgerose heights inn,490 e. paces ferry rd.,atlanta,404/233-7673,international,23,False
hedgerose heights inn  the,490 e. paces ferry rd. ne,atlanta,404-233-7673,continental,23,False
heera of india,595 piedmont ave.  rio shopping mall,atlanta,404/876-4408,asian,25,False
heera of india,595 piedmont ave.,atlanta,404-876-4408,indian,25,False
indigo coastal grill,1397 n. highland ave.,atlanta,404/876-0676,caribbean,26,False
indigo coastal grill,1397 n. highland ave.,atlanta,404-876-0676,eclectic,26,False
la grotta,2637 peachtree rd.  peachtree house condominium,atlanta,404/231-1368,italian,22,False
la grotta,2637 peachtree rd. ne,atlanta,404-231-1368,italian,22,False
mary mac's tea room,224 ponce de leon ave.,atlanta,404/876-1800,southern,27,False
mary mac's tea room,224 ponce de leon ave.,atlanta,404-876-1800,southern/soul,27,False
nikolai's roof,255 courtland st.  at harris st.,atlanta,404/221-6362,continental,23,False
nikolai's roof,255 courtland st.,atlanta,404-221-6362,continental,23,False
pano's and paul's,1232 w. paces ferry rd.,atlanta,404/261-3662,international,23,False
pano's & paul's,1232 w. paces ferry rd.,atlanta,404-261-3662,american (new),23,False
cafe  ritz-carlton  buckhead,3434 peachtree rd.,atlanta,404/237-2700,ext 6108 international,23,False
ritz-carlton cafe (buckhead),3434 peachtree rd. ne,atlanta,404-237-2700,american (new),23,False
dining room  ritz-carlton  buckhead,3434 peachtree rd.,atlanta,404/237-2700,international,23,False
ritz-carlton dining room (buckhead),3434 peachtree rd. ne,atlanta,404-237-2700,american (new),23,False
restaurant  ritz-carlton  atlanta,181 peachtree st.,atlanta,404/659-0400,continental,23,False
ritz-carlton restaurant,181 peachtree st.,atlanta,404-659-0400,french (classic),23,False
toulouse,b peachtree rd.,atlanta,404/351-9533,french,23,False
toulouse,293-b peachtree rd.,atlanta,404-351-9533,french (new),23,False
veni vidi vici,41 14th st.,atlanta,404/875-8424,italian,22,False
veni vidi vici,41 14th st.,atlanta,404-875-8424,italian,22,False
alain rondelli,126 clement st.,san francisco,415/387-0408,french,28,False
alain rondelli,126 clement st.,san francisco,415-387-0408,french (new),28,False
aqua,252 california st.,san francisco,415/956-9662,seafood,28,False
aqua,252 california st.,san francisco,415-956-9662,american (new),28,False
boulevard,1 mission st.,san francisco,415/543-6084,american,28,False
boulevard,1 mission st.,san francisco,415-543-6084,american (new),28,False
cafe claude,7 claude la.,san francisco,415/392-3505,french,28,False
cafe claude,7 claude ln.,san francisco,415-392-3505,french bistro,28,False
campton place,340 stockton st.,san francisco,415/955-5555,american,28,False
campton place,340 stockton st.,san francisco,415-955-5555,american (new),28,False
chez michel,804 northpoint,san francisco,415/775-7036,french,28,False
chez michel,804 north point st.,san francisco,415-775-7036,californian,28,False
fleur de lys,777 sutter st.,san francisco,415/673-7779,french,28,False
fleur de lys,777 sutter st.,san francisco,415-673-7779,french (new),28,False
fringale,570 4th st.,san francisco,415/543-0573,french,28,False
fringale,570 fourth st.,san francisco,415-543-0573,french bistro,28,False
hawthorne lane,22 hawthorne st.,san francisco,415/777-9779,american,28,False
hawthorne lane,22 hawthorne st.,san francisco,415-777-9779,californian,28,False
khan toke thai house,5937 geary blvd.,san francisco,415/668-6654,asian,28,False
khan toke thai house,5937 geary blvd.,san francisco,415-668-6654,thai,28,False
la folie,2316 polk st.,san francisco,415/776-5577,french,28,False
la folie,2316 polk st.,san francisco,415-776-5577,french (new),28,False
lulu,816 folsom st.,san francisco,415/495-5775,mediterranean,28,False
lulu restaurant-bis-cafe,816 folsom st.,san francisco,415-495-5775,mediterranean,28,False
masa's,648 bush st.,san francisco,415/989-7154,french,28,False
masa's,648 bush st.,san francisco,415-989-7154,french (new),28,False
mifune japan center  kintetsu building,1737 post st.,san francisco,415/922-0337,asian,28,False
mifune,1737 post st.,san francisco,415-922-0337,japanese,28,False
plumpjack cafe,3201 fillmore st.,san francisco,415/563-4755,mediterranean,28,False
plumpjack cafe,3127 fillmore st.,san francisco,415-563-4755,american (new),28,False
postrio,545 post st.,san francisco,415/776-7825,american,28,False
postrio,545 post st.,san francisco,415-776-7825,californian,28,False
ritz-carlton restaurant and dining room,600 stockton st.,san francisco,415/296-7465,american,28,False
ritz-carlton dining room (san francisco),600 stockton st.,san francisco,415-296-7465,french (new),28,False
rose pistola,532 columbus ave.,san francisco,415/399-0499,italian,29,False
rose pistola,532 columbus ave.,san francisco,415-399-0499,italian,29,False
adriano's ristorante,2930 beverly glen circle,los angeles,310/475-9807,italian,8,False
barney greengrass,9570 wilshire blvd.,beverly hills,310/777-5877,american,-1,True
beaurivage,26025 pacific coast hwy.,malibu,310/456-5733,french,-1,True
bistro garden,176 n. canon dr.,los angeles,310/550-3900,californian,0,False
border grill,4th st.,los angeles,310/451-1655,mexican,30,False
broadway deli,3rd st. promenade,santa monica,310/451-0616,american,10,False
ca'brea,346 s. la brea ave.,los angeles,213/938-2863,italian,8,False
ca'del sol,4100 cahuenga blvd.,los angeles,818/985-4669,italian,8,False
cafe pinot,700 w. fifth st.,los angeles,213/239-6500,californian,0,False
california pizza kitchen,207 s. beverly dr.,los angeles,310/275-1101,californian,0,False
canter's,419 n. fairfax ave.,los angeles,213/651-2030.,american,0,False
cava,3rd st.,los angeles,213/658-8898,mediterranean,8,False
cha cha cha,656 n. virgil ave.,los angeles,213/664-7723,caribbean,-1,True
chan dara,310 n. larchmont blvd.,los angeles,213/467-1052,asian,6,False
clearwater cafe,168 w. colorado blvd.,los angeles,818/356-0959,health food,31,False
dining room,9500 wilshire blvd.,los angeles,310/275-5200,californian,0,False
dive!,10250 santa monica blvd.,los angeles,310/788-,dive american,-1,True
drago,2628 wilshire blvd.,santa monica,310/828-1585,italian,10,False
drai's,730 n. la cienega blvd.,los angeles,310/358-8585,french,7,False
dynasty room,930 hilgard ave.,los angeles,310/208-8765,continental,32,False
eclipse,8800 melrose ave.,los angeles,310/724-5959,californian,0,False
ed debevic's,134 n. la cienega,los angeles,310/659-1952,american,0,False
el cholo,1121 s. western ave.,los angeles,213/734-2773,mexican,30,False
gilliland's,2424 main st.,santa monica,310/392-3901,american,10,False
gladstone's,4 fish 17300 pacific coast hwy. at sunset blvd.,pacific palisades,310/454-3474,american,-1,True
hard rock cafe,8600 beverly blvd.,los angeles,310/276-7605,american,0,False
harry's bar & american grill,2020 ave. of the stars,los angeles,310/277-2333,italian,8,False
il fornaio cucina italiana,301 n. beverly dr.,los angeles,310/550-8330,italian,8,False
jack sprat's grill,10668 w. pico blvd.,los angeles,310/837-6662,health food,31,False
jackson's farm,439 n. beverly drive,los angeles,310/273-5578,californian,0,False
jimmy's,201 moreno dr.,los angeles,310/552-2394,continental,32,False
joss,9255 sunset blvd.,los angeles,310/276-1886,asian,6,False
le colonial,8783 beverly blvd.,los angeles,310/289-0660,asian,6,False
le dome,8720 sunset blvd.,los angeles,310/659-6919,french,7,False
louise's trattoria,4500 los feliz blvd.,los angeles,213/667-0777,italian,8,False
mon kee seafood restaurant,679 n. spring st.,los angeles,213/628-6717,asian,6,False
morton's,8764 melrose ave.,los angeles,310/276-5205,american,0,False
nate 'n' al's,414 n. beverly dr.,los angeles,310/274-0101,american,0,False
nicola,601 s. figueroa st.,los angeles,213/485-0927,american,0,False
ocean avenue,1401 ocean ave.,santa monica,310/394-5669,american,10,False
orleans,11705 national blvd.,los angeles,310/479-4187,cajun,-1,True
pacific dining car,6th st.,los angeles,213/483-6000,american,0,False
paty's,10001 riverside dr.,toluca lake,818/761-9126,american,-1,True
pinot hollywood,1448 n. gower st.,los angeles,213/461-8800,californian,0,False
posto,14928 ventura blvd.,sherman oaks,818/784-4400,italian,-1,True
prego,362 n. camden dr.,los angeles,310/277-7346,italian,8,False
rj's the rib joint,252 n. beverly dr.,los angeles,310/274-7427,american,0,False
remi,3rd st. promenade,santa monica,310/393-6545,italian,10,False
restaurant horikawa,111 s. san pedro st.,los angeles,213/680-9355,asian,6,False
roscoe's house of chicken 'n' waffles,1514 n. gower st.,los angeles,213/466-9329,american,0,False
schatzi on main,3110 main st.,los angeles,310/399-4800,continental,32,False
sofi,3rd st.,los angeles,213/651-0346,mediterranean,8,False
swingers,8020 beverly blvd.,los angeles,213/653-5858,american,0,False
tavola calda,7371 melrose ave.,los angeles,213/658-6340,italian,8,False
the mandarin,430 n. camden dr.,los angeles,310/859-0926,asian,6,False
tommy tang's,7313 melrose ave.,los angeles,213/937-5733,asian,6,False
tra di noi,3835 cross creek rd.,los angeles,310/456-0169,italian,8,False
trader vic's,9876 wilshire blvd.,los angeles,310/276-6345,asian,6,False
vida,1930 north hillhurst ave.,los feliz,213/660-4446,american,-1,True
west beach cafe,60 n. venice blvd.,los angeles,310/823-5396,american,0,False
20 mott,20 mott st.  between bowery and pell st.,new york,212/964-0380,asian,6,False
9 jones street,9 jones st.,new york,212/989-1220,american,0,False
adrienne,700 5th ave. at 55th st.,new york,212/903-3918,french,11,False
agrotikon,322 e. 14 st.  between 1st and 2nd aves.,new york,212/473-2602,mediterranean,18,False
aja,937 broadway at 22nd st.,new york,212/473-8388,american,0,False
alamo,304 e. 48th st.,new york,212/ 759-0590,mexican,17,False
alley's end,311 w. 17th st.,new york,212/627-8899,american,0,False
ambassador grill,1 united nations plaza at 44th st.,new york,212/702-5014,american,0,False
american place,2 park ave. at 32nd st.,new york,212/684-2122,american,0,False
anche vivolo,222 e. 58th st.  between 2nd and 3rd aves.,new york,212/308-0112,italian,10,False
arizona,206 206 e. 60th st.,new york,212/838-0440,american,0,False
arturo's,106 w. houston st.  off thompson st.,new york,212/677-3820,italian,10,False
au mandarin,200-250 vesey st. world financial center,new york,212/385-0313,asian,6,False
bar anise,1022 3rd ave.  between 60th and 61st sts.,new york,212/355-1112,mediterranean,18,False
barbetta,321 w. 46th st.,new york,212/246-9171,italian,10,False
ben benson's,123 w. 52nd st.,new york,212/581-8888,american,0,False
big cup,228 8th ave.  between 21st and 22nd sts.,new york,212/206-0059,coffee bar,12,False
billy's,948 1st ave.  between 52nd and 53rd sts.,new york,212/753-1870,american,0,False
boca chica,13 1st ave.  near 1st st.,new york,212/473-0108,latin american,33,False
bolo,23 e. 22nd st.,new york,212/228-2200,mediterranean,18,False
boonthai,1393a 2nd ave.  between 72nd and 73rd sts.,new york,212/249-8484,asian,6,False
bouterin,420 e. 59th st.  off 1st ave.,new york,212/758-0323,french,11,False
brothers bar-b-q,225 varick st. at clarkston st.,new york,212/727-2775,american,0,False
bruno,240 e. 58th st.,new york,212/688-4190,italian,10,False
bryant park grill  roof restaurant and bp cafe,25 w. 40th st.  between 5th and 6th aves.,new york,212/840-6500,american,0,False
c3,103 waverly pl.  near washington sq.,new york,212/254-1200,american,0,False
ct,111 e. 22nd st.  between park ave. s and lexington ave.,new york,212/995-8500,french,11,False
cafe bianco,1486 2nd ave.  between 77th and 78th sts.,new york,212/988-2655,coffee bar,12,False
cafe botanica,160 central park s,new york,212/484-5120,french,11,False
cafe la fortuna,69 w. 71st st.,new york,212/724-5846,coffee bar,12,False
cafe luxembourg,200 w. 70th st.,new york,212/873-7411,french,11,False
cafe pierre,2 e. 61st st.,new york,212/940-8185,french,11,False
cafe centro,200 park ave.  between 45th st. and vanderbilt ave.,new york,212/818-1222,french,11,False
cafe fes,246 w. 4th st. at charles st.,new york,212/924-7653,mediterranean,18,False
caffe dante,81 macdougal st.  between houston and bleeker sts.,new york,212/982-5275,coffee bar,12,False
caffe dell'artista,46 greenwich ave.,new york,212/645-4431,coffee bar,12,False
caffe lure,169 sullivan st.  between houston and bleecker sts.,new york,212/473-2642,french,11,False
caffe reggio,119 macdougal st.  between 3rd and bleecker sts.,new york,212/475-9557,coffee bar,12,False
caffe roma,385 broome st. at mulberry,new york,212/226-8413,coffee bar,12,False
caffe vivaldi,32 jones st. at bleecker st.,new york,212/691-7538,coffee bar,12,False
caffe bondi ristorante,7 w. 20th st.,new york,212/691-8136,italian,10,False
capsouto freres,451 washington st.  near watts st.,new york,212/966-4900,french,11,False
captain's table,860 2nd ave. at 46th st.,new york,212/697-9538,seafood,11,False
casa la femme,150 wooster st.  between houston and prince sts.,new york,212/505-0005,middle eastern,34,False
cendrillon asian grill & marimba bar,45 mercer st.  between broome and grand sts.,new york,212/343-9012,asian,6,False
chez jacqueline,72 macdougal st.  between w. houston and bleecker sts.,new york,212/505-0727,french,11,False
chiam,160 e. 48th st.,new york,212/371-2323,asian,6,False
china grill,60 w. 53rd st.,new york,212/333-7788,american,0,False
cite,120 w. 51st st.,new york,212/956-7100,french,11,False
coco pazzo,23 e. 74th st.,new york,212/794-0205,italian,10,False
columbus bakery,53rd sts.,new york,212/421-0334,coffee bar,12,False
corrado cafe,1013 3rd ave.  between 60th and 61st sts.,new york,212/753-5100,coffee bar,12,False
cupcake cafe,522 9th ave. at 39th st.,new york,212/465-1530,coffee bar,12,False
da nico,164 mulberry st.  between grand and broome sts.,new york,212/343-1212,italian,10,False
dean & deluca,121 prince st.,new york,212/254-8776,coffee bar,12,False
diva,341 w. broadway  near grand st.,new york,212/941-9024,italian,10,False
dix et sept,181 w. 10th st.,new york,212/645-8023,french,11,False
docks,633 3rd ave. at 40th st.,new york,212/ 986-8080,seafood,11,False
duane park cafe,157 duane st.  between w. broadway and hudson st.,new york,212/732-5555,american,0,False
el teddy's,219 w. broadway  between franklin and white sts.,new york,212/941-7070,mexican,17,False
emily's,1325 5th ave. at 111th st.,new york,212/996-1212,american,0,False
empire korea,6 e. 32nd st.,new york,212/725-1333,asian,6,False
ernie's,2150 broadway  between 75th and 76th sts.,new york,212/496-1588,american,0,False
evergreen cafe,1288 1st ave. at 69th st.,new york,212/744-3266,asian,6,False
f. ille ponte ristorante,39 desbrosses st.  near west st.,new york,212/226-4621,italian,10,False
felix,340 w. broadway at grand st.,new york,212/431-0021,french,11,False
ferrier,29 e. 65th st.,new york,212/772-9000,french,11,False
fifty seven fifty seven,57 e. 57th st.,new york,212/758-5757,american,0,False
film center cafe,635 9th ave.  between 44th and 45th sts.,new york,212/ 262-2525,american,0,False
fiorello's roman cafe,1900 broadway  between 63rd and 64th sts.,new york,212/595-5330,italian,10,False
firehouse,522 columbus ave.  between 85th and 86th sts.,new york,212/595-3139,american,0,False
first,87 1st ave.  between 5th and 6th sts.,new york,212/674-3823,american,0,False
fishin eddie,73 w. 71st st.,new york,212/874-3474,seafood,11,False
fleur de jour,348 e. 62nd st.,new york,212/355-2020,coffee bar,12,False
flowers,21 west 17th st.  between 5th and 6th aves.,new york,212/691-8888,american,0,False
follonico,6 w. 24th st.,new york,212/691-6359,italian,10,False
fraunces tavern,54 pearl st. at broad st.,new york,212/269-0144,american,0,False
french roast,458 6th ave. at 11th st.,new york,212/533-2233,french,11,False
french roast cafe,2340 broadway at 85th st.,new york,212/799-1533,coffee bar,12,False
frico bar,402 w. 43rd st.  off 9th ave.,new york,212/564-7272,italian,10,False
fujiyama mama,467 columbus ave.  between 82nd and 83rd sts.,new york,212/769-1144,asian,6,False
gabriela's,685 amsterdam ave. at 93rd st.,new york,212/961-0574,mexican,17,False
gallagher's,228 w. 52nd st.,new york,212/245-5336,american,0,False
gianni's,15 fulton st.,new york,212/608-7300,seafood,11,False
girafe,208 e. 58th st.  between 2nd and 3rd aves.,new york,212/752-3054,italian,10,False
global,33 93 2nd ave.  between 5th and 6th sts.,new york,212/477-8427,american,0,False
golden unicorn,18 e. broadway at catherine st.,new york,212/ 941-0911,asian,6,False
grand ticino,228 thompson st.  between w. 3rd and bleecker sts.,new york,212/777-5922,italian,10,False
halcyon,151 w. 54th st.  in the rihga royal hotel,new york,212/468-8888,american,0,False
hard rock cafe,221 w. 57th st.,new york,212/489-6565,american,0,False
hi-life restaurant and lounge,1340 1st ave. at 72nd st.,new york,212/249-3600,american,0,False
home,20 cornelia st.  between bleecker and w. 4th st.,new york,212/243-9579,american,0,False
hudson river club,4 world financial center,new york,212/786-1500,american,0,False
